sku,source_row_number,row_status,group_key,row_action,decision_status,draft_name,draft_description,draft_dimensions,draft_weight,draft_cubic,draft_freight_type,field_decisions_json,custom_values_json,notes,reviewed_by_id,reviewed_at,applied_by_id,applied_at,apply_batch_id,source_name,operational_name,source_description,operational_description,source_length_mm,source_width_mm,source_height_mm,source_outer_l_mm,source_outer_w_mm,source_outer_h_mm,operational_length_m,operational_width_m,operational_height_m,source_weight_kg,operational_weight_kg,source_cubic_m3,operational_cubic_m3,source_pallet,source_derived_cp,operational_cp,primary_dimensions_different,weight_different,cubic_different,cp_different,possible_unit_scale_warning,active_rule_count,active_rule_names,active_rule_decisions_json,active_memory_exists,memory_workflow_key,memory_source_fingerprint,memory_proposal_fingerprint,memory_approved_data_json,memory_approval_note,memory_approved_at,memory_last_used_at,memory_use_count,bulk_safety_status,bulk_safety_issues
MAGIX35DS,29049,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.945754+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,1790.000000,780.000000,920.000000,1790.0,780.0,920.0,1.7900,0.7800,0.9200,864.000000,864.0000,1.285000,1.285000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,a1633563b0166112c6bc1b415e9ef458b3d37ad3a77da55097abdab506043eb0,13a269414577555642c0fde913dc78a039b4f50b71d94bc9d4727a444cefc264,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Magix 35DS Double Scissor Lift"", ""width_m"": ""0.7800"", ""cubic_m3"": ""1.285000"", ""height_m"": ""0.9200"", ""length_m"": ""1.7900"", ""weight_kg"": ""864.0000"", ""description"": ""Magix 35DS Double Scissor Lift"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #99. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.547562+00:00,2026-09-22 22:35:55.546786+00:00,1,SAFE_CANDIDATE,
MAGIX35DS-2,29050,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.946919+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Magix 35DS-2 Double Scissor,Magix 35DS-2 Double Scissor,Magix 35DS-2 Double Scissor  Lift,Magix 35DS-2 Double Scissor  Lift,1730.000000,1020.000000,590.000000,1730.0,1020.0,590.0,1.7300,1.0200,0.5900,842.000000,842.0000,1.041000,1.041000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,9ef111db4361e35971c346cd0233a8ee4a6e20b9a3393edf0739ba7229f5fdb5,b6424f415259133843b5d0ea84c8544577bb0f8a0e87b0e5f5e781a058302848,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Magix 35DS-2 Double Scissor"", ""width_m"": ""1.0200"", ""cubic_m3"": ""1.041000"", ""height_m"": ""0.5900"", ""length_m"": ""1.7300"", ""weight_kg"": ""842.0000"", ""description"": ""Magix 35DS-2 Double Scissor  Lift"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #100. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.550250+00:00,2026-09-22 22:35:55.549473+00:00,1,SAFE_CANDIDATE,
MAGNAT35,29051,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.948139+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Two Post Hoist,Two Post Hoist,Two Post Hoist,Two Post Hoist,0.000000,0.000000,0.000000,3000.0,1150.0,400.0,3.0000,1.1500,0.4000,800.000000,800.0000,1.380000,1.380000,1.000000,P,P,True,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,16c19085aea0734b87ad720669f02ba3656912cfae61853e03777092187e44e6,45bd8bc54d9237c8ccdf5709bf83f06b1e29c7709f5dce64b27e8f4dd5f4341e,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Two Post Hoist"", ""width_m"": ""1.1500"", ""cubic_m3"": ""1.380000"", ""height_m"": ""0.4000"", ""length_m"": ""3.0000"", ""weight_kg"": ""800.0000"", ""description"": ""Two Post Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #101. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.552901+00:00,2026-09-22 22:35:55.552085+00:00,1,SAFE_CANDIDATE,
MAGNAT35RAL5002,29052,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.949338+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,2950.000000,1150.000000,500.000000,2950.0,1150.0,500.0,2.9500,1.1500,0.5000,800.000000,800.0000,1.696000,1.696000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,569f43bc8488ec76f2a47018f58cb219740c97bacdecf0944cf3a33722b91b50,5f29a4fc0cb6e625cce219e8823eae4078eca6faa9b6b0a298906932c392d7b6,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Two Post Hoist RAL 5002"", ""width_m"": ""1.1500"", ""cubic_m3"": ""1.696000"", ""height_m"": ""0.5000"", ""length_m"": ""2.9500"", ""weight_kg"": ""800.0000"", ""description"": ""Two Post Hoist RAL 5002"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #102. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.555587+00:00,2026-09-22 22:35:55.554758+00:00,1,SAFE_CANDIDATE,
MAJOR4.55,29056,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.950518+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,"Major 4.55 - 30-55-WL, 230-400","Major 4.55 - 30-55-WL, 230-400","Major 4.55 - 30-55-WL, 230-400/3/50","Major 4.55 - 30-55-WL, 230-400/3/50",6540.000000,900.000000,700.000000,6540.0,900.0,700.0,6.5400,0.9000,0.7000,1749.000000,1749.0000,4.120000,4.120000,3.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,645ef5893b0fda34a2d979d0b46ccfc60bfe06238966ef64c3e92ec29343f6a5,52c1b8218d21d1cd138d70770ac15d8e4be03ffa1967d0e351425b82e25fea6e,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Major 4.55 - 30-55-WL, 230-400"", ""width_m"": ""0.9000"", ""cubic_m3"": ""4.120000"", ""height_m"": ""0.7000"", ""length_m"": ""6.5400"", ""weight_kg"": ""1749.0000"", ""description"": ""Major 4.55 - 30-55-WL, 230-400/3/50"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #103. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.558581+00:00,2026-09-22 22:35:55.557777+00:00,1,SAFE_CANDIDATE,
MAJOR5529-55WL,29057,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.952080+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,0.000000,0.000000,0.000000,5940.0,810.0,640.0,5.9400,0.8100,0.6400,3308.000000,3308.0000,5.990000,5.990000,4.000000,P,P,True,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,5200b5797a7d6c94185997667512814c63d00466a5dab0720d27803cb914ed37,fe3a9b4defd9275fcaa0b88f73e4ac1899908ae432bb54a8e2ba2790f21cd7a2,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Major 5529.55 WL 4 Poist Hoist"", ""width_m"": ""0.8100"", ""cubic_m3"": ""5.990000"", ""height_m"": ""0.6400"", ""length_m"": ""5.9400"", ""weight_kg"": ""3308.0000"", ""description"": ""Major 5529.55 WL 4 Poist Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #104. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.561781+00:00,2026-09-22 22:35:55.560914+00:00,1,SAFE_CANDIDATE,
MAJOR7230,29058,DIFFERENT,TEXT_ONLY,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.953563+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Major 7230-60 S,Major 7230-60 S,Major 7230-60 S,Major 7230-60 S,6600.000000,950.000000,700.000000,6600.0,950.0,700.0,6.6000,0.9500,0.7000,1800.000000,1800.0000,4.389000,4.389000,1.000000,P,P,False,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,a7609de892dc09bae24a8ffc901fe9f30c7f09b33b4e99e4f836af13e43a539f,d3d5ae2fca6379ea4b1c1b5d8f1d1c4051c93dcb5109e5fe6e71b33a6670f33d,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Major 7230-60 S"", ""width_m"": ""0.9500"", ""cubic_m3"": ""4.389000"", ""height_m"": ""0.7000"", ""length_m"": ""6.6000"", ""weight_kg"": ""1800.0000"", ""description"": ""Major 7230-60 S"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #105. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.564530+00:00,2026-09-22 22:35:55.563706+00:00,1,SAFE_CANDIDATE,
MAS235,29083,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.954875+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Masterlift 2.35 SAA 2.30 Hoist,Masterlift 2.35 SAA 2.30 Hoist,Masterlift 2.35 SAA 2.30 Sport In Ground Hoist,Masterlift 2.35 SAA 2.30 Sport In Ground Hoist,0.000000,0.000000,0.000000,1200.0,2600.0,700.0,1.2000,2.6000,0.7000,2410.000000,2410.0000,8.856000,8.856000,6.000000,P,P,True,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,f82a3ffb0312a33e968ba9a586c1624119295f0179a7484e6a9f173f0e1a86de,9f6875cdf9017e351383c198186a2c0975037312c216175cc231b4588bfdfa79,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Masterlift 2.35 SAA 2.30 Hoist"", ""width_m"": ""2.6000"", ""cubic_m3"": ""8.856000"", ""height_m"": ""0.7000"", ""length_m"": ""1.2000"", ""weight_kg"": ""2410.0000"", ""description"": ""Masterlift 2.35 SAA 2.30 Sport In Ground Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #106. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.567642+00:00,2026-09-22 22:35:55.566800+00:00,1,SAFE_CANDIDATE,
MAXI100,29165,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.956144+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Maxi 100 Truck Hoist,Maxi 100 Truck Hoist,Maxi 160 Truck Hoist,Maxi 160 Truck Hoist,0.000000,0.000000,0.000000,3980.0,710.0,530.0,3.9800,0.7100,0.5300,2724.000000,2720.0000,0.000000,6.762000,6.000000,P,P,True,True,True,False,,0,,[],True,PRODUCT_RECONCILIATION,3d5ffcb69a6554736e59d307dcb9d2b764b4960a2594df2e30edce6778fe30d8,597402daa1b6a3f2df70a61b661b9f457afa433989dc6057138238b4d9729534,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Maxi 100 Truck Hoist"", ""width_m"": ""0.7100"", ""cubic_m3"": ""6.762000"", ""height_m"": ""0.5300"", ""length_m"": ""3.9800"", ""weight_kg"": ""2720.0000"", ""description"": ""Maxi 160 Truck Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #107. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.570405+00:00,2026-09-22 22:35:55.569546+00:00,1,SAFE_CANDIDATE,
MAXI160,29166,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.957400+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Maxi 160 Truck Hoist,Maxi 160 Truck Hoist,Maxi 160 Truck Hoist,Maxi 160 Truck Hoist,0.000000,0.000000,0.000000,3000.0,640.0,510.0,3.0000,0.6400,0.5100,4850.000000,4850.0000,7.754000,7.754000,6.000000,P,P,True,False,False,False,,0,,[],True,PRODUCT_RECONCILIATION,4b2f3183d8c826aa0dcedd6b408b3883eec508f7b673438e71778cc58447a8cd,0147aaa77a2afb36fcf6bedc837a46483505994605f6e4159602b70c42af172b,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Maxi 160 Truck Hoist"", ""width_m"": ""0.6400"", ""cubic_m3"": ""7.754000"", ""height_m"": ""0.5100"", ""length_m"": ""3.0000"", ""weight_kg"": ""4850.0000"", ""description"": ""Maxi 160 Truck Hoist"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #108. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.573118+00:00,2026-09-22 22:35:55.572328+00:00,1,SAFE_CANDIDATE,
MICRO100LH-2,30244,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.958579+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Micro 100 2 cyl Jacking Beam,Micro 100 2 cyl Jacking Beam,Micro 100 2 cyl Jacking Beam,Micro 100 2 cyl Jacking Beam,0.000000,0.000000,0.000000,1050.0,700.0,800.0,1.0500,0.7000,0.8000,310.000000,620.0000,0.588000,1.176000,1.000000,P,P,True,True,True,False,,0,,[],True,PRODUCT_RECONCILIATION,24cf0419100f841fb7f01d7bfaf1c9177019f7ab18339506d0b12d5f2f8df9ab,57af5b702626af68fc536443b89815fa800866b6957abde52b6592deaac26809,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Micro 100 2 cyl Jacking Beam"", ""width_m"": ""0.7000"", ""cubic_m3"": ""1.176000"", ""height_m"": ""0.8000"", ""length_m"": ""1.0500"", ""weight_kg"": ""620.0000"", ""description"": ""Micro 100 2 cyl Jacking Beam"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #109. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.575827+00:00,2026-09-22 22:35:55.574927+00:00,1,SAFE_CANDIDATE,
MICRO20,30245,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.959886+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Micro 20 (2953) Jacking Beam,Micro 20 (2953) Jacking Beam,Micro 20 (2953) Jacking Beam,Micro 20 (2953) Jacking Beam,0.000000,0.000000,0.000000,1100.0,450.0,400.0,1.1000,0.4500,0.4000,145.000000,435.0000,0.198000,0.594000,1.000000,P,P,True,True,True,False,,0,,[],True,PRODUCT_RECONCILIATION,e4e480598ecb657f75e56be6ffdd309a256fbe0413085c3f080cfb713ac4d528,11103da36218764897ff8affc377aac1b965f51fe62c889074d8bb9d05ab7acf,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Micro 20 (2953) Jacking Beam"", ""width_m"": ""0.4500"", ""cubic_m3"": ""0.594000"", ""height_m"": ""0.4000"", ""length_m"": ""1.1000"", ""weight_kg"": ""435.0000"", ""description"": ""Micro 20 (2953) Jacking Beam"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #110. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.579049+00:00,2026-09-22 22:35:55.578160+00:00,1,SAFE_CANDIDATE,
MICRO20/4488,30246,DIFFERENT,SOURCE_DIMENSIONS_ZERO,UPDATE,APPLIED,SOURCE,SOURCE,OPERATIONAL,OPERATIONAL,OPERATIONAL,SOURCE,"{""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}",{},Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,6,2026-09-21 22:19:44.961311+00:00,6,2026-09-21 22:33:56.705354+00:00,a14e383569824ca6bce9a4299ffe9a54,Micro 20/4488 Jacking Beam,Micro 20/4488 Jacking Beam,Micro 20/4488 Jacking Beam,Micro 20/4488 Jacking Beam,0.000000,0.000000,0.000000,1100.0,450.0,400.0,1.1000,0.4500,0.4000,429.000000,143.0000,0.594000,0.594000,3.000000,P,P,True,True,False,False,,0,,[],True,PRODUCT_RECONCILIATION,cb7a93eef526446772e0a80f3a314a7c751701e76759f1152017acf7a850c57d,f301e6044bfa6d60d2078e9ade0aa117a610c3ca83376518921545e5748d60d7,"{""schema"": 1, ""row_action"": ""UPDATE"", ""apply_batch_id"": ""a14e383569824ca6bce9a4299ffe9a54"", ""approved_values"": {""name"": ""Micro 20/4488 Jacking Beam"", ""width_m"": ""0.4500"", ""cubic_m3"": ""0.594000"", ""height_m"": ""0.4000"", ""length_m"": ""1.1000"", ""weight_kg"": ""143.0000"", ""description"": ""Micro 20/4488 Jacking Beam"", ""freight_type"": ""P""}, ""field_decisions"": {""name"": ""SOURCE"", ""cubic"": ""OPERATIONAL"", ""weight"": ""OPERATIONAL"", ""dimensions"": ""OPERATIONAL"", ""description"": ""SOURCE"", ""freight_type"": ""SOURCE""}, ""adopted_operational_state"": false, ""backfilled_from_applied_decision"": true}",Adopted from previously applied decision #111. Recommended initial correction: Source name/description and pallet C/P rule; retain Calculator physical values pending separate review.,2026-09-22 22:35:55.593386+00:00,2026-09-22 22:35:55.592522+00:00,1,SAFE_CANDIDATE,
